predator_scientific_name,predator_taxon_kingdom,prey_scientific_name,prey_taxon_kingdom,is_carnivorous_plant,valid_eats_prey,My Remarks,Need to check?,Type of Feeding
Ochlodes sylvanus,Animalia,Leucanthemum vulgare,Plantae,,,,,
Odontocorynus salebrosus,Animalia,Leucanthemum vulgare,Plantae,,,,,
Trinectes maculatus,Animalia,Leucophaeus atricilla,Animalia,,,,,
Polistes bellicosus,Animalia,Libellula needhami,Animalia,,,,,
Myiarchus cinerascens,Animalia,Libellulidae,Animalia,,,,,
Myiarchus crinitus,Animalia,Libellulidae,Animalia,,,,,
Trichonephila clavipes,Animalia,Libellulidae,Animalia,,,,,
Larus marinus,Animalia,Libinia,Animalia,,,,,
Melospiza melodia,Animalia,Ligia occidentalis,Animalia,,,,,
Apis mellifera,Animalia,Ligustrum japonicum,Plantae,,,,,
Steatoda nobilis,Animalia,Ligyrus gibbosus,Animalia,,,,,
Todiramphus chloris,Animalia,Limnonectes,Animalia,,,,,
Arenaria interpres,Animalia,Limulus polyphemus,Animalia,,,,,
Ardea herodias,Animalia,Liodytes alleni,Animalia,,,,,
Ardea herodias,Animalia,Liparis,Animalia,,,,,
Ardea herodias,Animalia,Liparis greeni,Animalia,,,,,
Eccopsis incultana,Animalia,Lippia javanica,Plantae,,,,,
Mylothris agathina agathina,Animalia,Lippia javanica,Plantae,,,,,
Phyllocnistis liquidambarisella,Animalia,Liquidambar styraciflua,Plantae,,,,,
Tachybaptus ruficollis,Animalia,Lissotriton vulgaris,Animalia,,,,,
Botaurus lentiginosus,Animalia,Lithobates,Animalia,,,,,
Thamnophis sirtalis,Animalia,Lithobates,Animalia,,,,,
Ardea herodias,Animalia,Lithobates catesbeianus,Animalia,,,,,
Culex territans,Animalia,Lithobates catesbeianus,Animalia,,,,,
Haliaeetus leucocephalus,Animalia,Lithobates catesbeianus,Animalia,,,,,
Podilymbus podiceps,Animalia,Lithobates catesbeianus,Animalia,,,,,
Thamnophis proximus,Animalia,Lithobates clamitans,Animalia,,,,,
Egretta caerulea,Animalia,Lithobates grylio,Animalia,,,,,
Oiceoptoma inaequale,Animalia,Lithobates palustris,Animalia,,,,,
Quiscalus quiscula,Animalia,Lithobates pipiens,Animalia,,,,,
Thamnophis proximus,Animalia,Lithobates sphenocephalus,Animalia,,,,,
Thamnophis sirtalis,Animalia,Lithobates sylvaticus,Animalia,,,,,
Thamnophis sirtalis sirtalis,Animalia,Lithobates sylvaticus,Animalia,,,,,
Scutigera coleoptrata,Animalia,Lithobius variegatus rubriceps,Animalia,,,,,
Hymenia perspectalis,Animalia,Lobularia maritima,Plantae,,,,,
Pycnonotus capensis,Animalia,Locris arithmetica,Animalia,,,,,
Sylvilagus aquaticus,Animalia,Lolium,Plantae,,,,,
Pyrocephalus rubinus,Animalia,Lon melane,Animalia,,,,,
Apis mellifera,Animalia,Lonicera maackii,Plantae,,,,,
Aphis,Animalia,Lophocereus marginatus,Plantae,,,,,
Opuntiaspis philococcus,Animalia,Lophocereus marginatus,Plantae,,,,,
Bucephala clangula,Animalia,Lophopanopeus bellus,Animalia,,,,,
Haematopus bachmani,Animalia,Lottia digitalis,Animalia,,,,,
Haematopus bachmani,Animalia,Lottia scutum,Animalia,,,,,
Burnsius communis,Animalia,Lotus tenuis,Plantae,,,,,
Mikronegeria fagi,Fungi,Nothofagus obliqua,Plantae,FALSE,TRUE,Mikronegeria fagi is a rust fungus and Nothofagus obliqua is the host,,Parasitism
Kobus ellipsiprymnus ellipsiprymnus,Animalia,Ludwigia octovalvis,Plantae,,,,,
Apis mellifera,Animalia,Luffa aegyptiaca,Plantae,,,,,
Crematogaster scutellaris,Animalia,Lumbricidae,Animalia,,,,,
Lophodytes cucullatus,Animalia,Lumbricidae,Animalia,,,,,
Opisthacanthus capensis,Animalia,Lumbricidae,Animalia,,,,,
Prenolepis imparis,Animalia,Lumbricidae,Animalia,,,,,
Sturnus vulgaris,Animalia,Lumbricidae,Animalia,,,,,
Tigrosa annexa,Animalia,Lumbricidae,Animalia,,,,,
Turdus merula,Animalia,Lumbricidae,Animalia,,,,,
Turdus migratorius,Animalia,Lumbricidae,Animalia,,,,,
Charadrius vociferus,Animalia,Lumbricus terrestris,Animalia,,,,,
Chroicocephalus ridibundus,Animalia,Lumbricus terrestris,Animalia,,,,,
Ardea herodias,Animalia,Lumpenus sagitta,Animalia,,,,,
Cepphus columba,Animalia,Lumpenus sagitta,Animalia,,,,,
Larus glaucescens,Animalia,Lumpenus sagitta,Animalia,,,,,
Uresiphita reversalis,Animalia,Lupinus ocalensis,Plantae,,,,,
Necrosyrtes monachus,Animalia,Lycaon pictus pictus,Animalia,,,,,
Solanophila dregei,Animalia,Lycianthes rantonnetii,Plantae,,,,,
Xylocopa caffra,Animalia,Lycianthes rantonnetii,Plantae,,,,,
Arion ater,Animalia,Lycogala epidendrum,Protozoa,,,,,
Agelenopsis,Animalia,Lycorma delicatula,Animalia,,,,,
Argiope aurantia,Animalia,Lycorma delicatula,Animalia,,,,,
Efferia aestuans,Animalia,Lycorma delicatula,Animalia,,,,,
Icterus galbula,Animalia,Lycorma delicatula,Animalia,,,,,
Larinioides cornutus,Animalia,Lycorma delicatula,Animalia,,,,,
Paraphidippus aurantius,Animalia,Lycorma delicatula,Animalia,,,,,
Latrodectus hasselti,Animalia,Lycosidae,Animalia,,,,,
Sialia sialis,Animalia,Lycosidae,Animalia,,,,,
Tachypompilus ferrugineus,Animalia,Lycosidae,Animalia,,,,,
Thryothorus ludovicianus,Animalia,Lycosidae,Animalia,,,,,
Corythornis cristatus cristatus,Animalia,Lycosoidea,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Lygodactylus capensis,Animalia,,,,,
Lygodactylus capensis,Animalia,Lygodactylus capensis,Animalia,,,,,
Lynx rufus,Animalia,Lynx rufus,Animalia,,,,,
Galerucella calmariensis,Animalia,Lythrum salicaria,Plantae,,,,,
Iphiclides feisthamelii,Animalia,Lythrum salicaria,Plantae,,,,,
Lymantria dispar,Animalia,Lythrum salicaria,Plantae,,,,,
Crocodylus palustris,Animalia,Macaca sinica,Animalia,,,,,
Diglossa lafresnayii,Animalia,Macleania,Plantae,,,,,
Camponotus nicobarensis,Animalia,Macrobrochis gigas,Animalia,,,,,
Linepithema humile,Animalia,Macroglossum stellatarum,Animalia,,,,,
Rhynocoris segmentarius,Animalia,Macrosiphum rosae,Animalia,,,,,
Acanthaspis obscura,Animalia,Macrotermes,Animalia,,,,,
Crithagra gularis,Animalia,Macrotermitinae,Animalia,,,,,
Megaponera analis,Animalia,Macrotermitinae,Animalia,,,,,
Spinus psaltria,Animalia,Madia elegans,Plantae,,,,,
Belenois creona severina,Animalia,Maerua rosmarinoides,Plantae,,,,,
Corvus brachyrhynchos,Animalia,Magallana gigas,Animalia,,,,,
Passer domesticus,Animalia,Magicicada cassinii,Animalia,,,,,
Bombus pascuorum,Animalia,Magnoliopsida,Plantae,,,,,
Cebus imitator,Animalia,Magnoliopsida,Plantae,,,,,
Eurema brigitta,Animalia,Magnoliopsida,Plantae,,,,,
Junonia elgiva,Animalia,Magnoliopsida,Plantae,,,,,
Loxodonta africana,Animalia,Magnoliopsida,Plantae,,,,,
Olene mendosa,Animalia,Magnoliopsida,Plantae,,,,,
Papio ursinus griseipes,Animalia,Magnoliopsida,Plantae,,,,,
Paraxerus palliatus ornatus,Animalia,Magnoliopsida,Plantae,,,,,
Psarocolius angustifrons,Animalia,Magnoliopsida,Plantae,,,,,
Pycanum rubens,Animalia,Magnoliopsida,Plantae,,,,,
Saimiri macrodon,Animalia,Magnoliopsida,Plantae,,,,,
Sciurus niger,Animalia,Magnoliopsida,Plantae,,,,,
Phidippus audax,Animalia,Malacosoma disstria,Animalia,,,,,
Polistes metricus,Animalia,Malacosoma disstria,Animalia,,,,,
Parasteatoda tepidariorum,Animalia,Maladera formosae,Animalia,,,,,
Lybius torquatus torquatus,Animalia,Malus,Plantae,,,,,
Tamiasciurus hudsonicus,Animalia,Malus,Plantae,,,,,
Turdus smithi,Animalia,Malus,Plantae,,,,,
Apis mellifera,Animalia,Malus domestica,Plantae,,,,,
Corvus brachyrhynchos,Animalia,Malus domestica,Plantae,,,,,
Psittacula krameri,Animalia,Malus domestica,Plantae,,,,,
Sciurus carolinensis,Animalia,Malus domestica,Plantae,,,,,
Vespa crabro,Animalia,Malus domestica,Plantae,,,,,
Dione vanillae,Animalia,Malvastrum coromandelianum,Plantae,,,,,
Eurema,Animalia,Malvastrum coromandelianum,Plantae,,,,,
Gegenes letterstedti,Animalia,Malvastrum coromandelianum,Plantae,,,,,
Tagiades flesus,Animalia,Malvastrum coromandelianum,Plantae,,,,,
Cotesia congregata,Animalia,Manduca sexta,Animalia,,,,,
Zosterops virens capensis,Animalia,Mantidae,Animalia,,,,,
Passer domesticus,Animalia,Mantis religiosa,Animalia,,,,,
Turdus migratorius,Animalia,Mantis religiosa,Animalia,,,,,
Saxicola torquatus torquatus,Animalia,Mantodea,Animalia,,,,,
Hirudo michaelseni,Animalia,Marcusenius caudisquamatus,Animalia,,,,,
Coragyps atratus,Animalia,Marmota monax,Animalia,,,,,
Typocerus zebra,Animalia,Marshallia caespitosa,Plantae,,,,,
Enoplognatha ovata,Animalia,Meconema,Animalia,,,,,
Anurida maritima,Animalia,Megalorchestia californiana,Animalia,,,,,
Ardea alba,Animalia,Megascapheus bottae,Animalia,,,,,
Ardea herodias,Animalia,Megascapheus bottae,Animalia,,,,,
Crithagra mozambica,Animalia,Megathyrsus maximus,Plantae,,,,,
Crithagra mozambica granti,Animalia,Megathyrsus maximus,Plantae,,,,,
Solenopsis invicta,Animalia,Megatibicen resh,Animalia,,,,,
Hierodula patellifera,Animalia,Meimuna mongolica,Animalia,,,,,
Stagmomantis carolina,Animalia,Melanoplus keeleri,Animalia,,,,,
Nigma walckenaeri,Animalia,Melanostoma,Animalia,,,,,
Callistethus lubricus,Animalia,Melastoma malabathricum,Plantae,,,,,
Vulpes vulpes,Animalia,Meleagris gallopavo,Animalia,,,,,
Gallirex porphyreolophus porphyreolophus,Animalia,Melia azedarach,Plantae,,,,,
Myiopsitta monachus,Animalia,Melia azedarach,Plantae,,,,,
Poicephalus meyeri transvaalensis,Animalia,Melia azedarach,Plantae,,,,,
Pycnonotus barbatus,Animalia,Melia azedarach,Plantae,,,,,
Stactolaema whytii,Animalia,Melia azedarach,Plantae,,,,,
Coccopygia quartinia,Animalia,Melinis repens,Plantae,,,,,
Crithagra mennelli,Animalia,Melinis repens,Plantae,,,,,
Badumna insignis,Animalia,Melolonthinae,Animalia,,,,,
Eriophora ravilla,Animalia,Melolonthinae,Animalia,,,,,
Falco peregrinus,Animalia,Melospiza georgiana,Animalia,,,,,
Cosmolestes pictus,Animalia,Melyris,Animalia,,,,,
Polyrhachis schistacea,Animalia,Membracidae,Animalia,,,,,
Nesticodes rufipes,Animalia,Membracis mimica,Animalia,,,,,
Tapinoma melanocephalum,Animalia,Menemerus bivittatus,Animalia,,,,,
Sterna hirundo,Animalia,Menidia,Animalia,,,,,
Sternula antillarum athalassos,Animalia,Menidia beryllina,Animalia,,,,,
Bombus pascuorum,Animalia,Mentha aquatica,Plantae,,,,,
Eristalis pertinax,Animalia,Mentha spicata,Plantae,,,,,
Rhynchium oculatum,Animalia,Mentha suaveolens,Plantae,,,,,
Pandion haliaetus,Animalia,Menticirrhus littoralis,Animalia,,,,,
Stegodyphus dumicola,Animalia,Meranoplus inermis,Animalia,,,,,
Haliaeetus leucocephalus,Animalia,Merluccius productus,Animalia,,,,,
Steatoda triangulosa,Animalia,Meromacrus acutus,Animalia,,,,,
Gallinula chloropus,Animalia,Mesotriton alpestris,Animalia,,,,,
Larus glaucescens Ã— occidentalis,Animalia,Metacarcinus,Animalia,,,,,
Larus glaucescens Ã— occidentalis,Animalia,Metacarcinus gracilis,Animalia,,,,,
Larus glaucescens,Animalia,Metacarcinus magister,Animalia,,,,,
Larus glaucescens Ã— occidentalis,Animalia,Metacarcinus magister,Animalia,,,,,
Stilpnia larvata,Animalia,Miconia dodecandra,Plantae,,,,,
Tangara florida,Animalia,Miconia dodecandra,Plantae,,,,,
Anoplolepis steingroeveri,Animalia,Microhodotermes viator,Animalia,,,,,
Ardea herodias,Animalia,Micropterus,Animalia,,,,,
Pandion haliaetus carolinensis,Animalia,Micropterus,Animalia,,,,,
Araneus detrimentosus,Animalia,Microtheca ochroloma,Animalia,,,,,
Neogale frenata,Animalia,Microtus,Animalia,,,,,
Ardea alba,Animalia,Microtus californicus,Animalia,,,,,
Buteo jamaicensis,Animalia,Microtus californicus,Animalia,,,,,
Ardea herodias,Animalia,Microtus drummondii,Animalia,,,,,
Necrophila americana,Animalia,Microtus drummondii,Animalia,,,,,
Nicrophorus tomentosus,Animalia,Microtus drummondii,Animalia,,,,,
Telchinia serena,Animalia,Mikania natalensis,Plantae,,,,,
Vespula germanica,Animalia,Mimas tiliae,Animalia,,,,,
Lepidotrigona terminata,Animalia,Mimosa diplotricha,Plantae,,,,,
Tetragonilla collina,Animalia,Mimosa diplotricha,Plantae,,,,,
Falco rufigularis,Animalia,Mimus gilvus,Animalia,,,,,
Bostra carnicolor,Animalia,Mimusops afra,Plantae,,,,,
Bostra carnicolor,Animalia,Mimusops obovata,Plantae,,,,,
Pseudacraea lucretia tarquinea,Animalia,Mimusops obovata,Plantae,,,,,
Nyctanassa violacea,Animalia,Minuca pugnax,Animalia,,,,,
Popa spurca,Animalia,Miomantis,Animalia,,,,,
Lophodytes cucullatus,Animalia,Misgurnus anguillicaudatus,Animalia,,,,,
Podilymbus podiceps,Animalia,Misgurnus anguillicaudatus,Animalia,,,,,
Larus mongolicus,Animalia,Misgurnus dabryanus,Animalia,,,,,
Misumenoides formosipes,Animalia,Misumenoides formosipes,Animalia,,,,,
Lycophidion capense,Animalia,Mochlus sundevallii,Animalia,,,,,
Urticina columbiana,Animalia,Mola mola,Animalia,,,,,
Milvus migrans parasitus,Animalia,Molurina,Animalia,,,,,
Octopus tetricus,Animalia,Monacanthus chinensis,Animalia,,,,,
Selasphorus platycercus,Animalia,Monarda fistulosa,Plantae,,,,,
Microcarbo africanus africanus,Animalia,Monodactylidae,Animalia,,,,,
Camponotus cinctellus,Animalia,Mops pumilus,Animalia,,,,,
Crinifer concolor,Animalia,Moringa oleifera,Plantae,,,,,
Urocolius indicus transvaalensis,Animalia,Moringa oleifera,Plantae,,,,,
Dendrophthoe falcata,Plantae,Nyctanthes arbor-tristis,Plantae,FALSE,TRUE,Pollination,,Pollination
Lybius torquatus,Animalia,Morus nigra,Plantae,,,,,
Lybius torquatus torquatus,Animalia,Morus nigra,Plantae,,,,,
Melaenornis pammelaina,Animalia,Morus nigra,Plantae,,,,,
Ardea herodias,Animalia,Mugil,Animalia,,,,,
Pandion haliaetus,Animalia,Mugil,Animalia,,,,,
Ardea cinerea,Animalia,Mugilidae,Animalia,,,,,
Ardea goliath,Animalia,Mugilidae,Animalia,,,,,
Pica pica,Animalia,Murinae,Animalia,,,,,
Lybius torquatus torquatus,Animalia,Murraya paniculata,Plantae,,,,,
Poecile rufescens,Animalia,Mus musculus,Animalia,,,,,
Eudocima divitiosa,Animalia,Musa,Plantae,,,,,
Sciurus granatensis,Animalia,Musa Ã— paradisiaca,Plantae,,,,,
Gerris swakopensis,Animalia,Musca domestica,Animalia,,,,,
Platycryptus undatus,Animalia,Musca domestica,Animalia,,,,,
Dioctria hyalipennis,Animalia,Muscidae,Animalia,,,,,
Platycryptus undatus,Animalia,Muscina,Animalia,,,,,
Colonus hesperus,Animalia,Muscoidea,Animalia,,,,,
Myiarchus crinitus,Animalia,Mydidae,Animalia,,,,,
Dichrostachys cinerea,Plantae,Azanus jesous,Animalia,FALSE,FALSE,Animal is eating plant. Wrong data in the site,Yes,
Erianthemum virescens,Plantae,Vitex payos,Plantae,FALSE,TRUE,Mistletow eating another mistletoe.,,Hemiparasitism
Falco sparverius,Animalia,Myomorpha,Animalia,,,,,
Apis mellifera,Animalia,Myoporum parvifolium,Plantae,,,,,
Ardea herodias,Animalia,Myoxocephalus polyacanthocephalus,Animalia,,,,,
Oecophylla longinoda,Animalia,Myrmosericus,Animalia,,,,,
Neorrhina punctatum,Animalia,Myrtaceae,Plantae,,,,,
Anhinga melanogaster,Animalia,Mystus mysticetus,Animalia,,,,,
Misumena vatia,Animalia,Mythimna unipuncta,Animalia,,,,,
Tetramorium immigrans,Animalia,Mythimna unipuncta,Animalia,,,,,
Haematopus moquini,Animalia,Mytilidae,Animalia,,,,,
Haematopus moquini,Animalia,Mytiloidea,Animalia,,,,,
Pisaster ochraceus,Animalia,Mytilus californianus,Animalia,,,,,
Proctacanthus brevipennis,Animalia,Myzinum obscurum,Animalia,,,,,
Vespula,Animalia,Nadata gibbosa,Animalia,,,,,
Circaetus pectoralis,Animalia,Naja nivea,Animalia,,,,,
Neogale vison,Animalia,Nannopterum auritum,Animalia,,,,,
Ceramica pisi,Animalia,Narthecium ossifragum,Plantae,,,,,
Ardea cinerea,Animalia,Natrix tessellata,Animalia,,,,,
Vespula pensylvanica,Animalia,Neivamyrmex,Animalia,,,,,
Myrmarachne formicaria,Animalia,Nematocera,Animalia,,,,,
Platycryptus undatus,Animalia,Nematocera,Animalia,,,,,
Salpinctes obsoletus,Animalia,Neodermaptera,Animalia,,,,,
Natrix tessellata,Animalia,Neogobius melanostomus,Animalia,,,,,
Neogale vison,Animalia,Neogobius melanostomus,Animalia,,,,,
Tachycines asynamorus,Animalia,Neoscona crucifera,Animalia,,,,,
Sphecius speciosus,Animalia,Neotibicen,Animalia,,,,,
Vespula maculifrons,Animalia,Neotibicen,Animalia,,,,,
Sphecius speciosus,Animalia,Neotibicen lyricen,Animalia,,,,,
Vespula maculifrons,Animalia,Neotibicen lyricen engelhardti,Animalia,,,,,
Bombus hortorum,Animalia,Nepeta,Plantae,,,,,
Salticus scenicus,Animalia,Nephrotoma ferruginea,Animalia,,,,,
Euagoras plagiatus,Animalia,Nepita conferta,Animalia,,,,,
Haematopus bachmani,Animalia,Nereididae,Animalia,,,,,
Caenocoris nerii,Animalia,Nerium oleander,Plantae,,,,,
Ardea herodias,Animalia,Nerodia,Animalia,,,,,
Ardea herodias,Animalia,Nerodia sipedon,Animalia,,,,,
Argiope appensa,Animalia,Neurothemis ramburii,Animalia,,,,,
Larus glaucescens Ã— occidentalis,Animalia,Neverita lewisii,Animalia,,,,,
Parasteatoda tepidariorum,Animalia,Nezara viridula,Animalia,,,,,
Myiopsitta monachus,Animalia,Nicotiana glauca,Plantae,,,,,
Campsomeriella caelebs,Animalia,Nidorella,Plantae,,,,,
Parkesia motacilla,Animalia,Nigronia serricornis,Animalia,,,,,
Agelaius phoeniceus,Animalia,Noctuidae,Animalia,,,,,
Solenopsis invicta,Animalia,Noctuidae,Animalia,,,,,
Turdus migratorius,Animalia,Noctuidae,Animalia,,,,,
Tenuidactylus caspius,Animalia,Noctuoidea,Animalia,,,,,
Halictus tripartitus,Animalia,Nothocalais cuspidata,Plantae,,,,,
Mycosphaerella gossypina,Fungi,Gossypium hirsutum,Plantae,FALSE,TRUE,leaf-spot fungus on cotton recorded on Gossypium hirsutum,,Parasitism
Colias eurytheme,Animalia,Nothoscordum bivalve,Plantae,,,,,
Danaus plexippus,Animalia,Nothoscordum bivalve,Plantae,,,,,
Camponotus etiolipes,Animalia,Nototettigometra,Animalia,,,,,
Hieraaetus wahlbergi,Animalia,Numida meleagris,Animalia,,,,,
Erigeron compositus,Plantae,Villa,Animalia,FALSE,FALSE,Pollination,,
Gallinula chloropus,Animalia,Nymphaea lotus,Plantae,,,,,
Gallinula chloropus meridionalis,Animalia,Nymphaea lotus,Plantae,,,,,
Nettapus auritus,Animalia,Nymphaea nouchali,Plantae,,,,,
Nettapus auritus,Animalia,Nymphaea nouchali caerulea,Plantae,,,,,
Sayornis phoebe,Animalia,Nymphalidae,Animalia,,,,,
Telchinia burni,Animalia,Obetia tenax,Plantae,,,,,
Apis mellifera,Animalia,Ochna pulchra,Plantae,,,,,
Apis mellifera scutellata,Animalia,Ochna pulchra,Plantae,,,,,
Homothyrea thoracica,Animalia,Ochradenus baccatus,Plantae,,,,,
Apis florea,Animalia,Ocimum basilicum,Plantae,,,,,
Sphaerocoris testudogrisea,Animalia,Ocimum gratissimum gratissimum,Plantae,,,,,
Vespula germanica,Animalia,Ocnogyna boeticum,Animalia,,,,,
Zalophus californianus,Animalia,Octopus bimaculoides,Animalia,,,,,
Solenopsis geminata,Animalia,Ocypode,Animalia,,,,,
Ursus americanus,Animalia,Odocoileus hemionus columbianus,Animalia,,,,,
Alligator mississippiensis,Animalia,Odocoileus virginianus,Animalia,,,,,
Canis familiaris,Animalia,Odocoileus virginianus,Animalia,,,,,
Canis latrans,Animalia,Odocoileus virginianus,Animalia,,,,,
Coragyps atratus,Animalia,Odocoileus virginianus,Animalia,,,,,
Araneus diadematus,Animalia,Odonata,Animalia,,,,,
Progne subis,Animalia,Odonata,Animalia,,,,,
Indicator indicator,Animalia,Odontotermes,Animalia,,,,,
Neoscona crucifera,Animalia,Oebalus pugnax,Animalia,,,,,
Vireo griseus,Animalia,Oecanthus,Animalia,,,,,
Amyciaea forticeps,Animalia,Oecophylla smaragdina,Animalia,,,,,
Vespula germanica,Animalia,Oedipoda caerulescens,Animalia,,,,,
Hyles lineata,Animalia,Oenothera,Plantae,,,,,
Junco hyemalis,Animalia,Oenothera biennis,Plantae,,,,,
Aspavia pallidispina,Animalia,Oenothera lindheimeri,Plantae,,,,,
Colias eurytheme,Animalia,Oenothera speciosa,Plantae,,,,,
Estigmene acrea,Animalia,Oenothera speciosa,Plantae,,,,,
Typocerus zebra,Animalia,Oenothera speciosa,Plantae,,,,,
Anolis sagrei,Animalia,Oestroidea,Animalia,,,,,
Phidippus audax,Animalia,Oestroidea,Animalia,,,,,
Thomisus onustus,Animalia,Oestroidea,Animalia,,,,,
Platycryptus undatus,Animalia,Oliaridus,Animalia,,,,,
Sialia sialis,Animalia,Oligochaeta,Animalia,,,,,
Turdus migratorius,Animalia,Oligochaeta,Animalia,,,,,
Turdus smithi,Animalia,Oligochaeta,Animalia,,,,,
Larus glaucescens,Animalia,Oligocottus maculosus,Animalia,,,,,
Erythemis simplicicollis,Animalia,Oligoria maculata,Animalia,,,,,
Lepisiota capensis,Animalia,Olios,Animalia,,,,,
Phalanta phalantha,Animalia,Oncoba spinosa,Plantae,,,,,
Phalanta phalantha aethiopica,Animalia,Oncoba spinosa,Plantae,,,,,
Ardea herodias,Animalia,Oncorhynchus,Animalia,,,,,
Larus glaucescens,Animalia,Oncorhynchus,Animalia,,,,,
Pandion haliaetus,Animalia,Oncorhynchus,Animalia,,,,,
Zalophus californianus,Animalia,Oncorhynchus,Animalia,,,,,
Larus glaucescens,Animalia,Oncorhynchus gorbuscha,Animalia,,,,,
Phoca vitulina,Animalia,Oncorhynchus gorbuscha,Animalia,,,,,
Corvus brachyrhynchos,Animalia,Oncorhynchus keta,Animalia,,,,,
Larus glaucescens Ã— occidentalis,Animalia,Oncorhynchus kisutch,Animalia,,,,,
Corvus corax,Animalia,Oncorhynchus mykiss,Animalia,,,,,
Haliaeetus leucocephalus,Animalia,Oncorhynchus nerka,Animalia,,,,,
Cassida deflorata,Animalia,Onopordum,Plantae,,,,,
Poecile palustris,Animalia,Onopordum,Plantae,,,,,
Protaetia morio,Animalia,Onopordum macracanthum,Plantae,,,,,
Ardea alba,Animalia,Opheodrys aestivus,Animalia,,,,,
Buteo lineatus,Animalia,Ophisaurus ventralis,Animalia,,,,,
Ardea intermedia,Animalia,Ophisternon bengalense,Animalia,,,,,
Halcyon albiventris,Animalia,Ophiusa tirhaca,Animalia,,,,,
Phidippus audax,Animalia,Opiliones,Animalia,,,,,
Halcyon albiventris,Animalia,Opisthacanthus capensis,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Opisthacanthus capensis,Animalia,,,,,
Scutigera coleoptrata,Animalia,Opogona omoscopa,Animalia,,,,,
Gavia immer,Animalia,Opsanus tau,Animalia,,,,,
Dactylopius opuntiae,Animalia,Opuntia ficus-indica,Plantae,,,,,
Opuntiaspis philococcus,Animalia,Opuntia streptacantha,Plantae,,,,,
Attulus fasciger,Animalia,Orchesella,Animalia,,,,,
Bucephala clangula,Animalia,Oregonia gracilis,Animalia,,,,,
Bombus huntii,Animalia,Oreocarya virgata,Plantae,,,,,
Caracara plancus,Animalia,Oreochromis,Animalia,,,,,
Ardea herodias,Animalia,Oreochromis niloticus,Animalia,,,,,
Parawixia audax,Animalia,Ornidia,Animalia,,,,,
Coracias garrulus semenowi,Animalia,Ornithacris,Animalia,,,,,
Phidippus regius,Animalia,Orphulella pelidna,Animalia,,,,,
Rhipidura javanica,Animalia,Orthetrum sabina,Animalia,,,,,
Rhipidura javanica longicauda,Animalia,Orthetrum sabina,Animalia,,,,,
Ischnura elegans,Animalia,Orthocladiinae,Animalia,,,,,
Boiga irregularis,Animalia,Orthonyx temminckii,Animalia,,,,,
Anthus cinnamomeus,Animalia,Orthoptera,Animalia,,,,,
Araneus diadematus,Animalia,Orthoptera,Animalia,,,,,
Buteo buteo vulpinus,Animalia,Orthoptera,Animalia,,,,,
Motacilla aguimp,Animalia,Orthoptera,Animalia,,,,,
Motacilla alba,Animalia,Orthoptera,Animalia,,,,,
Attulus fasciger,Animalia,Orthotylini,Animalia,,,,,
Ceryle rudis,Animalia,Ostariophysi,Animalia,,,,,
Coluber constrictor,Animalia,Osteopilus septentrionalis,Animalia,,,,,
Coluber constrictor priapus,Animalia,Osteopilus septentrionalis,Animalia,,,,,
Cubophis caymanus,Animalia,Osteopilus septentrionalis,Animalia,,,,,
Asio capensis capensis,Animalia,Otomys angoniensis,Animalia,,,,,
Buteo jamaicensis,Animalia,Otospermophilus beecheyi,Animalia,,,,,
Crotalus oreganus,Animalia,Otospermophilus beecheyi,Animalia,,,,,
Crotalus oreganus oreganus,Animalia,Otospermophilus beecheyi,Animalia,,,,,
Nicrophorus marginatus,Animalia,Otospermophilus beecheyi,Animalia,,,,,
Colias eurytheme,Animalia,Oxalis,Plantae,,,,,
Ficus bussei,Plantae,Faidherbia albida,Plantae,FALSE,FALSE,"No feeding link. (No evidence) as per Chatgpt. If you keep a plant–plant interaction, label it as something like epiphyte/competition, not parasitism. A competition / epiphyte relation if you specifically want to encode “fig growing on another tree”.",Yes,Parasitism
Lophoceros alboterminatus,Animalia,Oxypleura lenihani,Animalia,,,,,
Merops persicus,Animalia,Oxypleura lenihani,Animalia,,,,,
Merops persicus persicus,Animalia,Oxypleura lenihani,Animalia,,,,,
Apis mellifera,Animalia,Ozoroa obovata obovata,Plantae,,,,,
Apis mellifera scutellata,Animalia,Ozoroa obovata obovata,Plantae,,,,,
Byblia ilithyia,Animalia,Ozoroa obovata obovata,Plantae,,,,,
Eurytela dryope angulata,Animalia,Ozoroa obovata obovata,Plantae,,,,,
Hypolimnas misippus,Animalia,Ozoroa obovata obovata,Plantae,,,,,
Hypolycaena philippus,Animalia,Ozoroa obovata obovata,Plantae,,,,,
Hypolycaena philippus philippus,Animalia,Ozoroa obovata obovata,Plantae,,,,,
Polyrhachis gagates,Animalia,Ozoroa obovata obovata,Plantae,,,,,
Toxophora coeruleiventris,Animalia,Ozoroa obovata obovata,Plantae,,,,,
Usta terpsichore,Animalia,Ozoroa obovata obovata,Plantae,,,,,
Xylocopa flavicollis,Animalia,Ozoroa obovata obovata,Plantae,,,,,
Aphis nerii,Animalia,Pachycarpus concolor arenicola,Plantae,,,,,
Erythemis simplicicollis,Animalia,Pachydiplax longipennis,Animalia,,,,,
Phidippus audax,Animalia,Pachydiplax longipennis,Animalia,,,,,
Phidippus putnami,Animalia,Pachydiplax longipennis,Animalia,,,,,
