scientific_name,common_name,iconic_taxon_name,taxon_kingdom,taxon_species,taxon_phylum,taxon_subphylum,taxon_superclass,taxon_class,taxon_subclass,taxon_superorder,taxon_order,taxon_suborder,taxon_superfamily,taxon_family,taxon_subfamily,taxon_supertribe,taxon_tribe,taxon_subtribe,taxon_genus,taxon_genushybrid,taxon_hybrid,taxon_subspecies,taxon_variety,taxon_form
Anthus pratensis,Meadow Pipit,Aves,Animalia,Anthus pratensis,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Motacillidae,,,,,Anthus,,,,,
Antigonon leptopus,Coral Vine,Plantae,Plantae,Antigonon leptopus,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Eriogonoideae,,,,Antigonon,,,,,
Anurida maritima,Seashore Springtail,Animalia,Animalia,Anurida maritima,Arthropoda,Hexapoda,,Entognatha,Collembola,,Poduromorpha,,Neanuroidea,Neanuridae,Pseudachorutinae,,,,Anurida,,,,,
Apalone ferox,Florida Softshell Turtle,Reptilia,Animalia,Apalone ferox,Chordata,Vertebrata,,Reptilia,,,Testudines,,,Trionychidae,Trionychinae,,,,Apalone,,,,,
Apalone spinifera,Spiny Softshell,Reptilia,Animalia,Apalone spinifera,Chordata,Vertebrata,,Reptilia,,,Testudines,,,Trionychidae,Trionychinae,,,,Apalone,,,,,
Apantesis virgo,Virgin Tiger Moth,Insecta,Animalia,Apantesis virgo,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Arctiini,Arctiina,Apantesis,,,,,
Aphanius fasciatus,Mediterranean Banded Killifish,Actinopterygii,Animalia,Aphanius fasciatus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Cyprinodontiformes,Cyprinodontoidei,,Aphaniidae,,,,,Aphanius,,,,,
Aphis,,Insecta,Animalia,,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,,Aphidini,Aphidina,Aphis,,,,,
Aphis gossypii,Melon Aphid,Insecta,Animalia,Aphis gossypii,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,,Aphidini,Aphidina,Aphis,,,,,
Aphis nerii,Oleander Aphid,Insecta,Animalia,Aphis nerii,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,,Aphidini,Aphidina,Aphis,,,,,
Aphloia theiformis,Malagasy tea,Plantae,Plantae,Aphloia theiformis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Crossosomatales,,,Aphloiaceae,,,,,Aphloia,,,,,
Aphyllanthes monspeliensis,Blue Aphyllanthes,Plantae,Plantae,Aphyllanthes monspeliensis,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Aphyllanthoideae,,,,Aphyllanthes,,,,,
Apiomerus californicus,California Bee Assassin,Insecta,Animalia,Apiomerus californicus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Harpactorinae,,Apiomerini,,Apiomerus,,,,,
Apis cerana,Asian Honey Bee,Insecta,Animalia,Apis cerana,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,,,,
Apis florea,Red Dwarf Honey Bee,Insecta,Animalia,Apis florea,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,,,,
Apis mellifera,Western Honey Bee,Insecta,Animalia,Apis mellifera,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,,Apis mellifera scutellata,,
Apis mellifera capensis,Cape Honey Bee,Insecta,Animalia,Apis mellifera,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,,Apis mellifera capensis,,
Apis mellifera scutellata,African Honey Bee,Insecta,Animalia,Apis mellifera,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,,Apis mellifera scutellata,,
Aplodinotus grunniens,Freshwater Drum,Actinopterygii,Animalia,Aplodinotus grunniens,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Acanthuriformes,,,Sciaenidae,,,,,Aplodinotus,,,,,
Apodichthys flavidus,Penpoint Gunnel,Actinopterygii,Animalia,Apodichthys flavidus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Zoarcoidei,,Pholidae,Apodichthyinae,,,,Apodichthys,,,,,
Aporia crataegi,Black-veined White,Insecta,Animalia,Aporia crataegi,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Aporiina,Aporia,,,,,
Appias epaphia,Diverse Albatross White,Insecta,Animalia,Appias epaphia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Appiadina,Appias,,,Appias epaphia contracta,,
Appias epaphia contracta,Diverse Albatross White,Insecta,Animalia,Appias epaphia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Appiadina,Appias,,,Appias epaphia contracta,,
Aquarius remigis,North American Common Water Strider,Insecta,Animalia,Aquarius remigis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,,Gerrini,,Aquarius,,,,,
Arachis hypogaea,Peanut,Plantae,Plantae,Arachis hypogaea,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Dalbergieae,,Arachis,,,,,
Aramus guarauna,Limpkin,Aves,Animalia,Aramus guarauna,Chordata,Vertebrata,,Aves,,,Gruiformes,,,Aramidae,,,,,Aramus,,,,,
Araneus detrimentosus,,Arachnida,Animalia,Araneus detrimentosus,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Araneinae,,,,Araneus,,,,,
Araneus diadematus,Cross Orbweaver,Arachnida,Animalia,Araneus diadematus,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Araneinae,,,,Araneus,,,,,
Araniella,Cucumber Spiders,Arachnida,Animalia,,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Araneinae,,,,Araniella,,,,,
Araujia sericifera,Moth Vine,Plantae,Plantae,Araujia sericifera,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Asclepiadeae,Oxypetalinae,Araujia,,,,,
Arbutus menziesii,Pacific madrone,Plantae,Plantae,Arbutus menziesii,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,,,Arbutus,,,,,
Archilochus colubris,Ruby-throated Hummingbird,Aves,Animalia,Archilochus colubris,Chordata,Vertebrata,,Aves,,,Apodiformes,,,Trochilidae,Trochilinae,,Mellisugini,,Archilochus,,,,,
Arctium minus,lesser burdock,Plantae,Plantae,Arctium minus,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Carduinae,Arctium,,,,,
Arctocephalus forsteri,Long-nosed Fur Seal,Mammalia,Animalia,Arctocephalus forsteri,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,Phocoidea,Otariidae,,,,,Arctocephalus,,,,,
Arctostaphylos uva-ursi,bearberry,Plantae,Plantae,Arctostaphylos uva-ursi,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,,,Arctostaphylos,,,,,
Ardea alba,Great Egret,Aves,Animalia,Ardea alba,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,,,,
Ardea brachyrhyncha,Yellow-billed Egret,Aves,Animalia,Ardea brachyrhyncha,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,,,,
Ardea cinerea,Grey Heron,Aves,Animalia,Ardea cinerea,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,,Ardea cinerea cinerea,,
Ardea cinerea cinerea,Western Grey Heron,Aves,Animalia,Ardea cinerea,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,,Ardea cinerea cinerea,,
Ardea cocoi,Cocoi Heron,Aves,Animalia,Ardea cocoi,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,,,,
Ardea goliath,Goliath Heron,Aves,Animalia,Ardea goliath,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,,,,
Ardea herodias,Great Blue Heron,Aves,Animalia,Ardea herodias,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,,,,
Ardea ibis,Western Cattle-Egret,Aves,Animalia,Ardea ibis,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,,,,
Ardea intermedia,Medium Egret,Aves,Animalia,Ardea intermedia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,,,,
Ardea melanocephala,Black-headed Heron,Aves,Animalia,Ardea melanocephala,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,,,,
Ardeola ralloides,Squacco Heron,Aves,Animalia,Ardeola ralloides,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardeola,,,,,
Arenaria interpres,Ruddy Turnstone,Aves,Animalia,Arenaria interpres,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,Arenaria,,,,,
Arenaria melanocephala,Black Turnstone,Aves,Animalia,Arenaria melanocephala,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,Arenaria,,,,,
Argia immunda,Kiowa Dancer,Insecta,Animalia,Argia immunda,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,,,,Argia,,,,,
Argiope appensa,Hawaiian Garden Spider,Arachnida,Animalia,Argiope appensa,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Argiopinae,,,,Argiope,,,,,
Argiope aurantia,Yellow Garden Spider,Arachnida,Animalia,Argiope aurantia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Argiopinae,,,,Argiope,,,,,
Argiope bruennichi,Wasp Spider,Arachnida,Animalia,Argiope bruennichi,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Argiopinae,,,,Argiope,,,,,
Argiope lobata,Lobed Argiope,Arachnida,Animalia,Argiope lobata,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Argiopinae,,,,Argiope,,,,,
Argiope trifasciata,Banded Garden Spider,Arachnida,Animalia,Argiope trifasciata,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Argiopinae,,,,Argiope,,,,,
Argynnis cybele,Great Spangled Fritillary,Insecta,Animalia,Argynnis cybele,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Argynnis,,,,,
Argynnis hesperis,,Insecta,Animalia,Argynnis hesperis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Argynnis,,,Argynnis hesperis hesperis,,
Argynnis hesperis hesperis,,Insecta,Animalia,Argynnis hesperis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Argynnis,,,Argynnis hesperis hesperis,,
Aricia agestis,Brown Argus,Insecta,Animalia,Aricia agestis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Polyommatina,Aricia,,,,,
Aricia cramera,Southern Brown Argus,Insecta,Animalia,Aricia cramera,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Polyommatina,Aricia,,,,,
Ariolimax buttoni,Button's Banana Slug,Mollusca,Animalia,Ariolimax buttoni,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Arionoidea,Ariolimacidae,Ariolimacinae,,,,Ariolimax,,,,,
Ariolimax columbianus,Pacific Banana Slug,Mollusca,Animalia,Ariolimax columbianus,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Arionoidea,Ariolimacidae,Ariolimacinae,,,,Ariolimax,,,,,
Armadillidium,Pillbugs,Animalia,Animalia,,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Armadillidiidae,,,,,Armadillidium,,,,,
Armadillidium arcangelii,Arcangeli's Pill Woodlouse,Animalia,Animalia,Armadillidium arcangelii,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Armadillidiidae,,,,,Armadillidium,,,,,
Armadillidium vulgare,Common Pill Woodlouse,Animalia,Animalia,Armadillidium vulgare,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Armadillidiidae,,,,,Armadillidium,,,,,
Armeria maritima,Sea Thrift,Plantae,Plantae,Armeria maritima,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Plumbaginaceae,,,Limonieae,,Armeria,,,,,
Artedius harringtoni,Scalyhead Sculpin,Actinopterygii,Animalia,Artedius harringtoni,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Psychrolutidae,,,,,Artedius,,,,,
Artemia monica,Mono Lake Brine Shrimp,Animalia,Animalia,Artemia monica,Arthropoda,Crustacea,,Branchiopoda,Sarsostraca,,Anostraca,Artemiina,,Artemiidae,,,,,Artemia,,,,,
Arthrophaga myriapodina,,Fungi,Fungi,Arthrophaga myriapodina,Entomophthoromycota,,,Entomophthoromycetes,,,Entomophthorales,,,Entomophthoraceae,,,,,Arthrophaga,,,,,
Asclepias curassavica,tropical milkweed,Plantae,Plantae,Asclepias curassavica,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Asclepiadeae,Asclepiadinae,Asclepias,,,,,
Asclepias fascicularis,narrowleaf milkweed,Plantae,Plantae,Asclepias fascicularis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Asclepiadeae,Asclepiadinae,Asclepias,,,,,
Asclepias incarnata,swamp milkweed,Plantae,Plantae,Asclepias incarnata,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Asclepiadeae,Asclepiadinae,Asclepias,,,,,
Asclepias speciosa,showy milkweed,Plantae,Plantae,Asclepias speciosa,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Asclepiadeae,Asclepiadinae,Asclepias,,,,,
Asclepias syriaca,common milkweed,Plantae,Plantae,Asclepias syriaca,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Asclepiadeae,Asclepiadinae,Asclepias,,,,,
Asclepias tuberosa,butterfly milkweed,Plantae,Plantae,Asclepias tuberosa,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Asclepiadeae,Asclepiadinae,Asclepias,,,,,
Ascocoryne sarcoides,Purple Jellydisc,Fungi,Fungi,Ascocoryne sarcoides,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Gelatinodiscaceae,,,,,Ascocoryne,,,,,
Asemosyrphus arquatus,,Insecta,Animalia,Asemosyrphus arquatus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Eristalini,Helophilina,Asemosyrphus,,,,,
Asimina angustifolia,slimleaf pawpaw,Plantae,Plantae,Asimina angustifolia,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Annonaceae,,,,,Asimina,,,,,
Asimina incana,woolly pawpaw,Plantae,Plantae,Asimina incana,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Annonaceae,,,,,Asimina,,,,,
Asimina obovata,Flag-pawpaw,Plantae,Plantae,Asimina obovata,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Annonaceae,,,,,Asimina,,,,,
Asimina parviflora,Small-Flower Pawpaw,Plantae,Plantae,Asimina parviflora,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Annonaceae,,,,,Asimina,,,,,
Asimina pygmaea,Dwarf pawpaw,Plantae,Plantae,Asimina pygmaea,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Annonaceae,,,,,Asimina,,,,,
Asimina reticulata,netted pawpaw,Plantae,Plantae,Asimina reticulata,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Annonaceae,,,,,Asimina,,,,,
Asimina triloba,common pawpaw,Plantae,Plantae,Asimina triloba,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Annonaceae,,,,,Asimina,,,,,
Asimina × nashii,,Plantae,Plantae,,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Annonaceae,,,,,Asimina,,Asimina × nashii,,,
Asimina × piedmontana,,Plantae,Plantae,,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Annonaceae,,,,,Asimina,,Asimina × piedmontana,,,
Aspidimorpha angolensis,,Insecta,Animalia,Aspidimorpha angolensis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Cassidinae,,Aspidimorphini,,Aspidimorpha,,,,,
Aspidimorpha icterica,,Insecta,Animalia,Aspidimorpha icterica,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Cassidinae,,Aspidimorphini,,Aspidimorpha,,,,,
Aspidimorpha puncticosta,Dune Tortoise Beetle,Insecta,Animalia,Aspidimorpha puncticosta,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Cassidinae,,Aspidimorphini,,Aspidimorpha,,,,,
Aspidiotini,,Insecta,Animalia,,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Coccoidea,Diaspididae,Aspidiotinae,,Aspidiotini,,,,,,,
Asterias rubens,Common Sea Star,Animalia,Animalia,Asterias rubens,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,,,,Asterias,,,,,
Astragalus cicer,Chickpea Milkvetch,Plantae,Plantae,Astragalus cicer,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Galegeae,,Astragalus,,,,,
Astragalus syriacus,,Plantae,Plantae,Astragalus syriacus,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Galegeae,,Astragalus,,,,,
Astur cooperii,Cooper's Hawk,Aves,Animalia,Astur cooperii,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,Astur,,,,,
Astur gentilis,European Goshawk,Aves,Animalia,Astur gentilis,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,Astur,,,Astur gentilis gentilis,,
Astur gentilis gentilis,European Goshawk,Aves,Animalia,Astur gentilis,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,Astur,,,Astur gentilis gentilis,,
Astur melanoleucus,Black Goshawk,Aves,Animalia,Astur melanoleucus,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,Astur,,,Astur melanoleucus melanoleucus,,
Astur melanoleucus melanoleucus,Southern Black Sparrowhawk,Aves,Animalia,Astur melanoleucus,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,Astur,,,Astur melanoleucus melanoleucus,,
Asystasia intrusa,African Coromandel,Plantae,Plantae,Asystasia intrusa,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Acanthaceae,Acanthoideae,,Justicieae,Graptophyllinae,Asystasia,,,,,
Atherinops affinis,Topsmelt Silverside,Actinopterygii,Animalia,Atherinops affinis,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Atheriniformes,,,Atherinopsidae,Atherinopsinae,,,,Atherinops,,,,,
Atherinopsis californiensis,Jack Silverside,Actinopterygii,Animalia,Atherinopsis californiensis,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Atheriniformes,,,Atherinopsidae,Atherinopsinae,,,,Atherinopsis,,,,,
Atomosia puella,Common Micropanther,Insecta,Animalia,Atomosia puella,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Laphriinae,,Atomosiini,,Atomosia,,,,,
Atrichiana jenisi,,Insecta,Animalia,Atrichiana jenisi,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Cetoniinae,,Cetoniini,Cetoniina,Atrichiana,,,,,
Atrichiana placida,Velvety East Coast Fruit Chafer,Insecta,Animalia,Atrichiana placida,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Cetoniinae,,Cetoniini,Cetoniina,Atrichiana,,,,,
Autographa gamma,Silver Y,Insecta,Animalia,Autographa gamma,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,,Plusiini,Plusiina,Autographa,,,,,
Azanus jesous,African Babul Blue,Insecta,Animalia,Azanus jesous,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Azanina,Azanus,,,,,
Baccharis pilularis,coyote brush,Plantae,Plantae,Baccharis pilularis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Baccharidinae,Baccharis,,,,,
Bacopa monnieri,Herb-of-Grace,Plantae,Plantae,Bacopa monnieri,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Gratioleae,,Bacopa,,,,,
Badumna longinqua,Grey House Spider,Arachnida,Animalia,Badumna longinqua,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,,Desidae,Matachiinae,,,,Badumna,,,,,
Baeoalitriozus diospyri,Persimmon Psyllid,Insecta,Animalia,Baeoalitriozus diospyri,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Psylloidea,Triozidae,,,,,Baeoalitriozus,,,,,
Baeolophus bicolor,Tufted Titmouse,Aves,Animalia,Baeolophus bicolor,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Paridae,,,,,Baeolophus,,,,,
Balaenoptera acutorostrata,Common Minke Whale,Mammalia,Animalia,Balaenoptera acutorostrata,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Balaenopteridae,,,,,Balaenoptera,,,,,
Barleria delagoensis,,Plantae,Plantae,Barleria delagoensis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Acanthaceae,Acanthoideae,,Barlerieae,,Barleria,,,,,
Barleria elegans orientalis,,Plantae,Plantae,Barleria elegans,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Acanthaceae,Acanthoideae,,Barlerieae,,Barleria,,,Barleria elegans orientalis,,
Basiothia medea,Small Verdant Hawkmoth,Insecta,Animalia,Basiothia medea,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Macroglossinae,,Macroglossini,Choerocampina,Basiothia,,,,,
Basipta stolida,Green Tortoise Beetle,Insecta,Animalia,Basipta stolida,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Cassidinae,,Cassidini,,Basipta,,,,,
Bauhinia tomentosa,Yellow bauhinia,Plantae,Plantae,Bauhinia tomentosa,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Cercidoideae,,Bauhinieae,,Bauhinia,,,,,
Belenois aurota,Brown-veined White,Insecta,Animalia,Belenois aurota,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Aporiina,Belenois,,,Belenois aurota aurota,,
Belenois aurota aurota,Brown-veined White,Insecta,Animalia,Belenois aurota,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Aporiina,Belenois,,,Belenois aurota aurota,,
Belenois creona,African Common White,Insecta,Animalia,Belenois creona,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Aporiina,Belenois,,,Belenois creona severina,,
Belenois creona severina,African Common White,Insecta,Animalia,Belenois creona,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Aporiina,Belenois,,,Belenois creona severina,,
Berardius bairdii,Baird's Beaked Whale,Mammalia,Animalia,Berardius bairdii,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Ziphioidea,Ziphiidae,,,,,Berardius,,,,,
Berberis thunbergii,Japanese barberry,Plantae,Plantae,Berberis thunbergii,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,Berberidoideae,,Berberideae,Berberidinae,Berberis,,,,,
Berenicornis comatus,White-crowned Hornbill,Aves,Animalia,Berenicornis comatus,Chordata,Vertebrata,,Aves,,,Bucerotiformes,,,Bucerotidae,,,,,Berenicornis,,,,,
Berkheya bipinnatifida,,Plantae,Plantae,Berkheya bipinnatifida,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Vernonioideae,,Arctotideae,Gorteriinae,Berkheya,,,,,
Berkheya radula,Rasp African Thistle,Plantae,Plantae,Berkheya radula,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Vernonioideae,,Arctotideae,Gorteriinae,Berkheya,,,,,
